time,nr_nl.I1.phi,nr_nl.I1.der(phi),nr_nl.I1.flange_a.phi,nr_nl.I1.flange_a.tau,nr_nl.I1.flange_b.phi,nr_nl.I1.flange_b.tau,nr_nl.I1.w,nr_nl.I1.der(w),nr_nl.I1.a,nr_nl.I2.phi,nr_nl.I2.der(phi),nr_nl.I2.flange_a.phi,nr_nl.I2.flange_a.tau,nr_nl.I2.flange_b.phi,nr_nl.I2.w,nr_nl.I2.der(w),nr_nl.I2.a,nr_nl.torque.tau,nr_nl.torque.inPort.signal[1],nr_nl.torque.flange_b.phi,nr_nl.torque.flange_b.tau,nr_nl.signal.outPort.signal[1],nr_nl.signal.y[1],nr_nl.backlash.phi_rel,nr_nl.backlash.der(phi_rel),nr_nl.backlash.tau,nr_nl.backlash.flange_a.phi,nr_nl.backlash.flange_a.tau,nr_nl.backlash.flange_b.phi,nr_nl.backlash.flange_b.tau,r_nl.I1.phi,r_nl.I1.der(phi),r_nl.I1.flange_a.phi,r_nl.I1.flange_a.tau,r_nl.I1.flange_b.phi,r_nl.I1.flange_b.tau,r_nl.I1.w,r_nl.I1.der(w),r_nl.I1.a,r_nl.I2.phi,r_nl.I2.der(phi),r_nl.I2.flange_a.phi,r_nl.I2.flange_a.tau,r_nl.I2.flange_b.phi,r_nl.I2.flange_b.tau,r_nl.I2.w,r_nl.I2.der(w),r_nl.I2.a,r_nl.torque.tau,r_nl.torque.inPort.signal[1],r_nl.torque.flange_b.phi,r_nl.torque.flange_b.tau,r_nl.signal.outPort.signal[1],r_nl.signal.y[1],r_nl.backlash.phi_rel,r_nl.backlash.der(phi_rel),r_nl.backlash.tau,r_nl.backlash.flange_a.phi,r_nl.backlash.flange_a.tau,r_nl.backlash.flange_b.phi,r_nl.backlash.flange_b.tau,r_nl.gear.flange_a.phi,r_nl.gear.flange_a.tau,r_nl.gear.flange_b.phi,r_nl.gear.flange_b.tau,r_nl.gear.tau_support,r_nl.gear.phi_a,r_nl.gear.phi_b,r_nl.I3.phi,r_nl.I3.der(phi),r_nl.I3.flange_a.phi,r_nl.I3.flange_a.tau,r_nl.I3.flange_b.phi,r_nl.I3.w,r_nl.I3.der(w),r_nl.I3.a,nr_cor.I1.phi,nr_cor.I1.der(phi),nr_cor.I1.flange_a.phi,nr_cor.I1.flange_a.tau,nr_cor.I1.flange_b.phi,nr_cor.I1.w,nr_cor.I1.der(w),nr_cor.I1.a,nr_cor.I2.phi,nr_cor.I2.der(phi),nr_cor.I2.flange_a.phi,nr_cor.I2.flange_b.phi,nr_cor.I2.w,nr_cor.I2.der(w),nr_cor.I2.a,nr_cor.torque.tau,nr_cor.torque.inPort.signal[1],nr_cor.torque.flange_b.phi,nr_cor.torque.flange_b.tau,nr_cor.signal.outPort.signal[1],nr_cor.signal.y[1],nr_cor.backlash.phi_rel,nr_cor.backlash.flange_a.phi,nr_cor.backlash.flange_a.der(phi),nr_cor.backlash.flange_b.phi,nr_cor.backlash.flange_b.der(phi),r_cor.I1.phi,r_cor.I1.der(phi),r_cor.I1.flange_a.phi,r_cor.I1.flange_a.tau,r_cor.I1.flange_b.phi,r_cor.I1.w,r_cor.I1.der(w),r_cor.I1.a,r_cor.I2.phi,r_cor.I2.der(phi),r_cor.I2.flange_a.phi,r_cor.I2.flange_b.phi,r_cor.I2.flange_b.tau,r_cor.I2.w,r_cor.I2.der(w),r_cor.I2.a,r_cor.torque.tau,r_cor.torque.inPort.signal[1],r_cor.torque.flange_b.phi,r_cor.torque.flange_b.tau,r_cor.signal.outPort.signal[1],r_cor.signal.y[1],r_cor.backlash.phi_rel,r_cor.backlash.flange_a.phi,r_cor.backlash.flange_a.der(phi),r_cor.backlash.flange_b.phi,r_cor.backlash.flange_b.der(phi),r_cor.gear.flange_a.phi,r_cor.gear.flange_a.tau,r_cor.gear.flange_b.phi,r_cor.gear.flange_b.tau,r_cor.gear.tau_support,r_cor.gear.phi_a,r_cor.gear.phi_b,r_cor.I3.phi,r_cor.I3.der(phi),r_cor.I3.flange_a.phi,r_cor.I3.flange_a.tau,r_cor.I3.flange_b.phi,r_cor.I3.w,r_cor.I3.der(w),r_cor.I3.a
0.714,0.031937454,0.024658551,0.031937454,-0.9745269,0.031937454,0.0,0.024658551,-0.9745269,-0.9745269,0.035393786,0.05670176,0.035393786,-0.0,0.035393786,0.05670176,-0.0,-0.0,-0.9745269,-0.9745269,0.031937454,0.9745269,-0.9745269,-0.9745269,0.003456333,0.03204321,0.0,0.031937454,-0.0,0.035393786,0.0,0.031937454,0.024658551,0.031937454,-0.9745269,0.031937454,0.0,0.024658551,-0.9745269,-0.9745269,0.035393786,0.05670176,0.035393786,-0.0,0.035393786,0.0,0.05670176,-0.0,-0.0,-0.9745269,-0.9745269,0.031937454,0.9745269,-0.9745269,-0.9745269,0.003456333,0.03204321,0.0,0.031937454,-0.0,0.035393786,0.0,0.035393786,-0.0,0.035393786,0.0,-0.0,0.035393786,0.035393786,0.035393786,0.05670176,0.035393786,-0.0,0.035393786,0.05670176,-0.0,-0.0,0.03277772,0.047003943,0.03277772,-0.9745269,0.03277772,0.047003943,-0.9745269,-0.9745269,0.0351137,0.049253296,0.0351137,0.0351137,0.049253296,0.0,0.0,-0.9745269,-0.9745269,0.03277772,0.9745269,-0.9745269,-0.9745269,0.002335979,0.03277772,0.047003943,0.0351137,0.049253296,0.044482283,0.06342171,0.044482283,-0.9745269,0.044482283,0.06342171,-0.9745269,-0.9745269,0.046818264,0.065671064,0.046818264,0.046818264,0.0,0.065671064,0.0,0.0,-0.9745269,-0.9745269,0.044482283,0.9745269,-0.9745269,-0.9745269,0.002335979,0.044482283,0.06342171,0.046818264,0.065671064,0.046818264,-0.0,0.046818264,0.0,-0.0,0.046818264,0.046818264,0.046818264,0.065671064,0.046818264,-0.0,0.046818264,0.065671064,0.0,0.0
0.716,0.031984523,0.022712575,0.031984523,-0.9772681,0.031984523,0.0,0.022712575,-0.9772681,-0.9772681,0.03550719,0.05670176,0.03550719,-0.0,0.03550719,0.05670176,-0.0,-0.0,-0.9772681,-0.9772681,0.031984523,0.9772681,-0.9772681,-0.9772681,0.0035226683,0.033989187,0.0,0.031984523,-0.0,0.03550719,0.0,0.031984523,0.022712575,0.031984523,-0.9772681,0.031984523,0.0,0.022712575,-0.9772681,-0.9772681,0.03550719,0.05670176,0.03550719,-0.0,0.03550719,0.0,0.05670176,-0.0,-0.0,-0.9772681,-0.9772681,0.031984523,0.9772681,-0.9772681,-0.9772681,0.0035226683,0.033989187,0.0,0.031984523,-0.0,0.03550719,0.0,0.03550719,-0.0,0.03550719,0.0,-0.0,0.03550719,0.03550719,0.03550719,0.05670176,0.03550719,-0.0,0.03550719,0.05670176,-0.0,-0.0,0.032869477,0.045057967,0.032869477,-0.9772681,0.032869477,0.045057967,-0.9772681,-0.9772681,0.035212204,0.049253296,0.035212204,0.035212204,0.049253296,0.0,0.0,-0.9772681,-0.9772681,0.032869477,0.9772681,-0.9772681,-0.9772681,0.0023427268,0.032869477,0.045057967,0.035212204,0.049253296,0.04460688,0.061475735,0.04460688,-0.9772681,0.04460688,0.061475735,-0.9772681,-0.9772681,0.046949606,0.065671064,0.046949606,0.046949606,0.0,0.065671064,0.0,0.0,-0.9772681,-0.9772681,0.04460688,0.9772681,-0.9772681,-0.9772681,0.0023427268,0.04460688,0.061475735,0.046949606,0.065671064,0.046949606,-0.0,0.046949606,0.0,-0.0,0.046949606,0.046949606,0.046949606,0.065671064,0.046949606,-0.0,0.046949606,0.065671064,0.0,0.0
0.718,0.03202779,0.020759398,0.03202779,-0.97985506,0.03202779,0.0,0.020759398,-0.97985506,-0.97985506,0.035620593,0.05670176,0.035620593,-0.0,0.035620593,0.05670176,-0.0,-0.0,-0.97985506,-0.97985506,0.03202779,0.97985506,-0.97985506,-0.97985506,0.003592804,0.035942364,0.0,0.03202779,-0.0,0.035620593,0.0,0.03202779,0.020759398,0.03202779,-0.97985506,0.03202779,0.0,0.020759398,-0.97985506,-0.97985506,0.035620593,0.05670176,0.035620593,-0.0,0.035620593,0.0,0.05670176,-0.0,-0.0,-0.97985506,-0.97985506,0.03202779,0.97985506,-0.97985506,-0.97985506,0.003592804,0.035942364,0.0,0.03202779,-0.0,0.035620593,0.0,0.035620593,-0.0,0.035620593,0.0,-0.0,0.035620593,0.035620593,0.035620593,0.05670176,0.035620593,-0.0,0.035620593,0.05670176,-0.0,-0.0,0.032957435,0.04310479,0.032957435,-0.97985506,0.032957435,0.04310479,-0.97985506,-0.97985506,0.03531071,0.049253296,0.03531071,0.03531071,0.049253296,0.0,0.0,-0.97985506,-0.97985506,0.032957435,0.97985506,-0.97985506,-0.97985506,0.0023532747,0.032957435,0.04310479,0.03531071,0.049253296,0.044727672,0.059522558,0.044727672,-0.97985506,0.044727672,0.059522558,-0.97985506,-0.97985506,0.04708095,0.065671064,0.04708095,0.04708095,0.0,0.065671064,0.0,0.0,-0.97985506,-0.97985506,0.044727672,0.97985506,-0.97985506,-0.97985506,0.0023532747,0.044727672,0.059522558,0.04708095,0.065671064,0.04708095,-0.0,0.04708095,0.0,-0.0,0.04708095,0.04708095,0.04708095,0.065671064,0.04708095,-0.0,0.04708095,0.065671064,0.0,0.0
0.72,0.032067258,0.01879902,0.032067258,-0.9822872,0.032067258,0.0,0.01879902,-0.9822872,-0.9822872,0.035733998,0.05670176,0.035733998,-0.0,0.035733998,0.05670176,-0.0,-0.0,-0.9822872,-0.9822872,0.032067258,0.9822872,-0.9822872,-0.9822872,0.00366674,0.037902743,0.0,0.032067258,-0.0,0.035733998,0.0,0.032067258,0.01879902,0.032067258,-0.9822872,0.032067258,0.0,0.01879902,-0.9822872,-0.9822872,0.035733998,0.05670176,0.035733998,-0.0,0.035733998,0.0,0.05670176,-0.0,-0.0,-0.9822872,-0.9822872,0.032067258,0.9822872,-0.9822872,-0.9822872,0.00366674,0.037902743,0.0,0.032067258,-0.0,0.035733998,0.0,0.035733998,-0.0,0.035733998,0.0,-0.0,0.035733998,0.035733998,0.035733998,0.05670176,0.035733998,-0.0,0.035733998,0.05670176,-0.0,-0.0,0.033041596,0.041144412,0.033041596,-0.9822872,0.033041596,0.041144412,-0.9822872,-0.9822872,0.03540922,0.049253296,0.03540922,0.03540922,0.049253296,0.0,0.0,-0.9822872,-0.9822872,0.033041596,0.9822872,-0.9822872,-0.9822872,0.002367623,0.033041596,0.041144412,0.03540922,0.049253296,0.04484467,0.05756218,0.04484467,-0.9822872,0.04484467,0.05756218,-0.9822872,-0.9822872,0.04721229,0.065671064,0.04721229,0.04721229,0.0,0.065671064,0.0,0.0,-0.9822872,-0.9822872,0.04484467,0.9822872,-0.9822872,-0.9822872,0.002367623,0.04484467,0.05756218,0.04721229,0.065671064,0.04721229,-0.0,0.04721229,0.0,-0.0,0.04721229,0.04721229,0.04721229,0.065671064,0.04721229,-0.0,0.04721229,0.065671064,0.0,0.0
0.722,0.032102745,0.016837422,0.032102745,-0.98456436,0.032102745,0.0,0.016837422,-0.98456436,-0.98456436,0.0358474,0.05670176,0.0358474,-0.0,0.0358474,0.05670176,-0.0,-0.0,-0.98456436,-0.98456436,0.032102745,0.98456436,-0.98456436,-0.98456436,0.0037446555,0.03986434,0.0,0.032102745,-0.0,0.0358474,0.0,0.032102745,0.016837422,0.032102745,-0.98456436,0.032102745,0.0,0.016837422,-0.98456436,-0.98456436,0.0358474,0.05670176,0.0358474,-0.0,0.0358474,0.0,0.05670176,-0.0,-0.0,-0.98456436,-0.98456436,0.032102745,0.98456436,-0.98456436,-0.98456436,0.0037446555,0.03986434,0.0,0.032102745,-0.0,0.0358474,0.0,0.0358474,-0.0,0.0358474,0.0,-0.0,0.0358474,0.0358474,0.0358474,0.05670176,0.0358474,-0.0,0.0358474,0.05670176,-0.0,-0.0,0.033121772,0.039182816,0.033121772,-0.98456436,0.033121772,0.039182816,-0.98456436,-0.98456436,0.035507724,0.049253296,0.035507724,0.035507724,0.049253296,0.0,0.0,-0.98456436,-0.98456436,0.033121772,0.98456436,-0.98456436,-0.98456436,0.0023859506,0.033121772,0.039182816,0.035507724,0.049253296,0.044957682,0.05560058,0.044957682,-0.98456436,0.044957682,0.05560058,-0.98456436,-0.98456436,0.047343634,0.065671064,0.047343634,0.047343634,0.0,0.065671064,0.0,0.0,-0.98456436,-0.98456436,0.044957682,0.98456436,-0.98456436,-0.98456436,0.0023859506,0.044957682,0.05560058,0.047343634,0.065671064,0.047343634,-0.0,0.047343634,0.0,-0.0,0.047343634,0.047343634,0.047343634,0.065671064,0.047343634,-0.0,0.047343634,0.065671064,0.0,0.0
0.724,0.032134306,0.014872804,0.032134306,-0.98668593,0.032134306,0.0,0.014872804,-0.98668593,-0.98668593,0.035960805,0.05670176,0.035960805,-0.0,0.035960805,0.05670176,-0.0,-0.0,-0.98668593,-0.98668593,0.032134306,0.98668593,-0.98668593,-0.98668593,0.003826497,0.041828956,0.0,0.032134306,-0.0,0.035960805,0.0,0.032134306,0.014872804,0.032134306,-0.98668593,0.032134306,0.0,0.014872804,-0.98668593,-0.98668593,0.035960805,0.05670176,0.035960805,-0.0,0.035960805,0.0,0.05670176,-0.0,-0.0,-0.98668593,-0.98668593,0.032134306,0.98668593,-0.98668593,-0.98668593,0.003826497,0.041828956,0.0,0.032134306,-0.0,0.035960805,0.0,0.035960805,-0.0,0.035960805,0.0,-0.0,0.035960805,0.035960805,0.035960805,0.05670176,0.035960805,-0.0,0.035960805,0.05670176,-0.0,-0.0,0.033198025,0.0372182,0.033198025,-0.98668593,0.033198025,0.0372182,-0.98668593,-0.98668593,0.03560623,0.049253296,0.03560623,0.03560623,0.049253296,0.0,0.0,-0.98668593,-0.98668593,0.033198025,0.98668593,-0.98668593,-0.98668593,0.0024082044,0.033198025,0.0372182,0.03560623,0.049253296,0.04506677,0.053635962,0.04506677,-0.98668593,0.04506677,0.053635962,-0.98668593,-0.98668593,0.047474973,0.065671064,0.047474973,0.047474973,0.0,0.065671064,0.0,0.0,-0.98668593,-0.98668593,0.04506677,0.98668593,-0.98668593,-0.98668593,0.0024082044,0.04506677,0.053635962,0.047474973,0.065671064,0.047474973,-0.0,0.047474973,0.0,-0.0,0.047474973,0.047474973,0.047474973,0.065671064,0.047474973,-0.0,0.047474973,0.065671064,0.0,0.0
0.726,0.03216198,0.012903895,0.03216198,-0.98865175,0.03216198,0.0,0.012903895,-0.98865175,-0.98865175,0.036074206,0.05670176,0.036074206,-0.0,0.036074206,0.05670176,-0.0,-0.0,-0.98865175,-0.98865175,0.03216198,0.98865175,-0.98865175,-0.98865175,0.0039122254,0.043797866,0.0,0.03216198,-0.0,0.036074206,0.0,0.03216198,0.012903895,0.03216198,-0.98865175,0.03216198,0.0,0.012903895,-0.98865175,-0.98865175,0.036074206,0.05670176,0.036074206,-0.0,0.036074206,0.0,0.05670176,-0.0,-0.0,-0.98865175,-0.98865175,0.03216198,0.98865175,-0.98865175,-0.98865175,0.0039122254,0.043797866,0.0,0.03216198,-0.0,0.036074206,0.0,0.036074206,-0.0,0.036074206,0.0,-0.0,0.036074206,0.036074206,0.036074206,0.05670176,0.036074206,-0.0,0.036074206,0.05670176,-0.0,-0.0,0.033270393,0.03524929,0.033270393,-0.98865175,0.033270393,0.03524929,-0.98865175,-0.98865175,0.035704736,0.049253296,0.035704736,0.035704736,0.049253296,0.0,0.0,-0.98865175,-0.98865175,0.033270393,0.98865175,-0.98865175,-0.98865175,0.0024343454,0.033270393,0.03524929,0.035704736,0.049253296,0.045171972,0.051667053,0.045171972,-0.98865175,0.045171972,0.051667053,-0.98865175,-0.98865175,0.047606315,0.065671064,0.047606315,0.047606315,0.0,0.065671064,0.0,0.0,-0.98865175,-0.98865175,0.045171972,0.98865175,-0.98865175,-0.98865175,0.0024343454,0.045171972,0.051667053,0.047606315,0.065671064,0.047606315,-0.0,0.047606315,0.0,-0.0,0.047606315,0.047606315,0.047606315,0.065671064,0.047606315,-0.0,0.047606315,0.065671064,0.0,0.0
0.728,0.03218576,0.010930978,0.03218576,-0.9904614,0.03218576,0.0,0.010930978,-0.9904614,-0.9904614,0.03618761,0.05670176,0.03618761,-0.0,0.03618761,0.05670176,-0.0,-0.0,-0.9904614,-0.9904614,0.03218576,0.9904614,-0.9904614,-0.9904614,0.0040018503,0.045770783,0.0,0.03218576,-0.0,0.03618761,0.0,0.03218576,0.010930978,0.03218576,-0.9904614,0.03218576,0.0,0.010930978,-0.9904614,-0.9904614,0.03618761,0.05670176,0.03618761,-0.0,0.03618761,0.0,0.05670176,-0.0,-0.0,-0.9904614,-0.9904614,0.03218576,0.9904614,-0.9904614,-0.9904614,0.0040018503,0.045770783,0.0,0.03218576,-0.0,0.03618761,0.0,0.03618761,-0.0,0.03618761,0.0,-0.0,0.03618761,0.03618761,0.03618761,0.05670176,0.03618761,-0.0,0.03618761,0.05670176,-0.0,-0.0,0.033338863,0.03327637,0.033338863,-0.9904614,0.033338863,0.03327637,-0.9904614,-0.9904614,0.035803244,0.049253296,0.035803244,0.035803244,0.049253296,0.0,0.0,-0.9904614,-0.9904614,0.033338863,0.9904614,-0.9904614,-0.9904614,0.0024643824,0.033338863,0.03327637,0.035803244,0.049253296,0.045273278,0.049694136,0.045273278,-0.9904614,0.045273278,0.049694136,-0.9904614,-0.9904614,0.047737658,0.065671064,0.047737658,0.047737658,0.0,0.065671064,0.0,0.0,-0.9904614,-0.9904614,0.045273278,0.9904614,-0.9904614,-0.9904614,0.0024643824,0.045273278,0.049694136,0.047737658,0.065671064,0.047737658,-0.0,0.047737658,0.0,-0.0,0.047737658,0.047737658,0.047737658,0.065671064,0.047737658,-0.0,0.047737658,0.065671064,0.0,0.0
0.73,0.032205634,0.008954333,0.032205634,-0.9921147,0.032205634,0.0,0.008954333,-0.9921147,-0.9921147,0.036301013,0.05670176,0.036301013,-0.0,0.036301013,0.05670176,-0.0,-0.0,-0.9921147,-0.9921147,0.032205634,0.9921147,-0.9921147,-0.9921147,0.0040953797,0.04774743,0.0,0.032205634,-0.0,0.036301013,0.0,0.032205634,0.008954333,0.032205634,-0.9921147,0.032205634,0.0,0.008954333,-0.9921147,-0.9921147,0.036301013,0.05670176,0.036301013,-0.0,0.036301013,0.0,0.05670176,-0.0,-0.0,-0.9921147,-0.9921147,0.032205634,0.9921147,-0.9921147,-0.9921147,0.0040953797,0.04774743,0.0,0.032205634,-0.0,0.036301013,0.0,0.036301013,-0.0,0.036301013,0.0,-0.0,0.036301013,0.036301013,0.036301013,0.05670176,0.036301013,-0.0,0.036301013,0.05670176,-0.0,-0.0,0.033403426,0.031299725,0.033403426,-0.9921147,0.033403426,0.031299725,-0.9921147,-0.9921147,0.03590175,0.049253296,0.03590175,0.03590175,0.049253296,0.0,0.0,-0.9921147,-0.9921147,0.033403426,0.9921147,-0.9921147,-0.9921147,0.002498324,0.033403426,0.031299725,0.03590175,0.049253296,0.045370676,0.047717493,0.045370676,-0.9921147,0.045370676,0.047717493,-0.9921147,-0.9921147,0.047869,0.065671064,0.047869,0.047869,0.0,0.065671064,0.0,0.0,-0.9921147,-0.9921147,0.045370676,0.9921147,-0.9921147,-0.9921147,0.002498324,0.045370676,0.047717493,0.047869,0.065671064,0.047869,-0.0,0.047869,0.0,-0.0,0.047869,0.047869,0.047869,0.065671064,0.047869,-0.0,0.047869,0.065671064,0.0,0.0
0.732,0.032221597,0.0069742436,0.032221597,-0.99361134,0.032221597,0.0,0.0069742436,-0.99361134,-0.99361134,0.03641442,0.05670176,0.03641442,-0.0,0.03641442,0.05670176,-0.0,-0.0,-0.99361134,-0.99361134,0.032221597,0.99361134,-0.99361134,-0.99361134,0.0041928217,0.049727518,0.0,0.032221597,-0.0,0.03641442,0.0,0.032221597,0.0069742436,0.032221597,-0.99361134,0.032221597,0.0,0.0069742436,-0.99361134,-0.99361134,0.03641442,0.05670176,0.03641442,-0.0,0.03641442,0.0,0.05670176,-0.0,-0.0,-0.99361134,-0.99361134,0.032221597,0.99361134,-0.99361134,-0.99361134,0.0041928217,0.049727518,0.0,0.032221597,-0.0,0.03641442,0.0,0.03641442,-0.0,0.03641442,0.0,-0.0,0.03641442,0.03641442,0.03641442,0.05670176,0.03641442,-0.0,0.03641442,0.05670176,-0.0,-0.0,0.033464078,0.029319637,0.033464078,-0.99361134,0.033464078,0.029319637,-0.99361134,-0.99361134,0.036000255,0.049253296,0.036000255,0.036000255,0.049253296,0.0,0.0,-0.99361134,-0.99361134,0.033464078,0.99361134,-0.99361134,-0.99361134,0.0025361783,0.033464078,0.029319637,0.036000255,0.049253296,0.045464166,0.045737404,0.045464166,-0.99361134,0.045464166,0.045737404,-0.99361134,-0.99361134,0.048000343,0.065671064,0.048000343,0.048000343,0.0,0.065671064,0.0,0.0,-0.99361134,-0.99361134,0.045464166,0.99361134,-0.99361134,-0.99361134,0.0025361783,0.045464166,0.045737404,0.048000343,0.065671064,0.048000343,-0.0,0.048000343,0.0,-0.0,0.048000343,0.048000343,0.048000343,0.065671064,0.048000343,-0.0,0.048000343,0.065671064,0.0,0.0
0.734,0.032233637,0.0049909907,0.032233637,-0.994951,0.032233637,0.0,0.0049909907,-0.994951,-0.994951,0.03652782,0.05670176,0.03652782,-0.0,0.03652782,0.05670176,-0.0,-0.0,-0.994951,-0.994951,0.032233637,0.994951,-0.994951,-0.994951,0.0042941854,0.05171077,0.0,0.032233637,-0.0,0.03652782,0.0,0.032233637,0.004990991,0.032233637,-0.994951,0.032233637,0.0,0.004990991,-0.994951,-0.994951,0.03652782,0.05670176,0.03652782,-0.0,0.03652782,0.0,0.05670176,-0.0,-0.0,-0.994951,-0.994951,0.032233637,0.994951,-0.994951,-0.994951,0.0042941854,0.05171077,0.0,0.032233637,-0.0,0.03652782,0.0,0.03652782,-0.0,0.03652782,0.0,-0.0,0.03652782,0.03652782,0.03652782,0.05670176,0.03652782,-0.0,0.03652782,0.05670176,-0.0,-0.0,0.03352081,0.027336385,0.03352081,-0.994951,0.03352081,0.027336385,-0.994951,-0.994951,0.036098763,0.049253296,0.036098763,0.036098763,0.049253296,0.0,0.0,-0.994951,-0.994951,0.03352081,0.994951,-0.994951,-0.994951,0.0025779542,0.03352081,0.027336385,0.036098763,0.049253296,0.045553733,0.04375415,0.045553733,-0.994951,0.045553733,0.04375415,-0.994951,-0.994951,0.048131686,0.065671064,0.048131686,0.048131686,0.0,0.065671064,0.0,0.0,-0.994951,-0.994951,0.045553733,0.994951,-0.994951,-0.994951,0.0025779542,0.045553733,0.04375415,0.048131686,0.065671064,0.048131686,-0.0,0.048131686,0.0,-0.0,0.048131686,0.048131686,0.048131686,0.065671064,0.048131686,-0.0,0.048131686,0.065671064,0.0,0.0
0.736,0.032241747,0.0030048576,0.032241747,-0.9961336,0.032241747,0.0,0.0030048576,-0.9961336,-0.9961336,0.036641225,0.05670176,0.036641225,-0.0,0.036641225,0.05670176,-0.0,-0.0,-0.9961336,-0.9961336,0.032241747,0.9961336,-0.9961336,-0.9961336,0.004399479,0.053696904,0.0,0.032241747,-0.0,0.036641225,0.0,0.032241747,0.0030048576,0.032241747,-0.9961336,0.032241747,0.0,0.0030048576,-0.9961336,-0.9961336,0.036641225,0.05670176,0.036641225,-0.0,0.036641225,0.0,0.05670176,-0.0,-0.0,-0.9961336,-0.9961336,0.032241747,0.9961336,-0.9961336,-0.9961336,0.004399479,0.053696904,0.0,0.032241747,-0.0,0.036641225,0.0,0.036641225,-0.0,0.036641225,0.0,-0.0,0.036641225,0.036641225,0.036641225,0.05670176,0.036641225,-0.0,0.036641225,0.05670176,-0.0,-0.0,0.03357361,0.02535025,0.03357361,-0.9961336,0.03357361,0.02535025,-0.9961336,-0.9961336,0.03619727,0.049253296,0.03619727,0.03619727,0.049253296,0.0,0.0,-0.9961336,-0.9961336,0.03357361,0.9961336,-0.9961336,-0.9961336,0.00262366,0.03357361,0.02535025,0.03619727,0.049253296,0.045639366,0.04176802,0.045639366,-0.9961336,0.045639366,0.04176802,-0.9961336,-0.9961336,0.04826303,0.065671064,0.04826303,0.04826303,0.0,0.065671064,0.0,0.0,-0.9961336,-0.9961336,0.045639366,0.9961336,-0.9961336,-0.9961336,0.00262366,0.045639366,0.04176802,0.04826303,0.065671064,0.04826303,-0.0,0.04826303,0.0,-0.0,0.04826303,0.04826303,0.04826303,0.065671064,0.04826303,-0.0,0.04826303,0.065671064,0.0,0.0
0.738,0.03224592,0.0010161252,0.03224592,-0.9971589,0.03224592,0.0,0.0010161252,-0.9971589,-0.9971589,0.03675463,0.05670176,0.03675463,-0.0,0.03675463,0.05670176,-0.0,-0.0,-0.9971589,-0.9971589,0.03224592,0.9971589,-0.9971589,-0.9971589,0.0045087105,0.055685636,0.0,0.03224592,-0.0,0.03675463,0.0,0.03224592,0.0010161252,0.03224592,-0.9971589,0.03224592,0.0,0.0010161252,-0.9971589,-0.9971589,0.03675463,0.05670176,0.03675463,-0.0,0.03675463,0.0,0.05670176,-0.0,-0.0,-0.9971589,-0.9971589,0.03224592,0.9971589,-0.9971589,-0.9971589,0.0045087105,0.055685636,0.0,0.03224592,-0.0,0.03675463,0.0,0.03675463,-0.0,0.03675463,0.0,-0.0,0.03675463,0.03675463,0.03675463,0.05670176,0.03675463,-0.0,0.03675463,0.05670176,-0.0,-0.0,0.033622473,0.023361519,0.033622473,-0.9971589,0.033622473,0.023361519,-0.9971589,-0.9971589,0.036295775,0.049253296,0.036295775,0.036295775,0.049253296,0.0,0.0,-0.9971589,-0.9971589,0.033622473,0.9971589,-0.9971589,-0.9971589,0.002673304,0.033622473,0.023361519,0.036295775,0.049253296,0.045721065,0.039779283,0.045721065,-0.9971589,0.045721065,0.039779283,-0.9971589,-0.9971589,0.04839437,0.065671064,0.04839437,0.04839437,0.0,0.065671064,0.0,0.0,-0.9971589,-0.9971589,0.045721065,0.9971589,-0.9971589,-0.9971589,0.002673304,0.045721065,0.039779283,0.04839437,0.065671064,0.04839437,-0.0,0.04839437,0.0,-0.0,0.04839437,0.04839437,0.04839437,0.065671064,0.04839437,-0.0,0.04839437,0.065671064,0.0,0.0
0.74,0.032246143,-0.0009749238,0.032246143,-0.9980267,0.032246143,0.0,-0.0009749238,-0.9980267,-0.9980267,0.036868032,0.05670176,0.036868032,-0.0,0.036868032,0.05670176,-0.0,-0.0,-0.9980267,-0.9980267,0.032246143,0.9980267,-0.9980267,-0.9980267,0.004621889,0.057676684,0.0,0.032246143,-0.0,0.036868032,0.0,0.032246143,-0.0009749237,0.032246143,-0.9980267,0.032246143,0.0,-0.0009749237,-0.9980267,-0.9980267,0.036868032,0.05670176,0.036868032,-0.0,0.036868032,0.0,0.05670176,-0.0,-0.0,-0.9980267,-0.9980267,0.032246143,0.9980267,-0.9980267,-0.9980267,0.004621889,0.057676684,0.0,0.032246143,-0.0,0.036868032,0.0,0.036868032,-0.0,0.036868032,0.0,-0.0,0.036868032,0.036868032,0.036868032,0.05670176,0.036868032,-0.0,0.036868032,0.05670176,-0.0,-0.0,0.03366739,0.02137047,0.03366739,-0.9980267,0.03366739,0.02137047,-0.9980267,-0.9980267,0.036394283,0.049253296,0.036394283,0.036394283,0.049253296,0.0,0.0,-0.9980267,-0.9980267,0.03366739,0.9980267,-0.9980267,-0.9980267,0.0027268948,0.03366739,0.02137047,0.036394283,0.049253296,0.045798816,0.037788235,0.045798816,-0.9980267,0.045798816,0.037788235,-0.9980267,-0.9980267,0.048525713,0.065671064,0.048525713,0.048525713,0.0,0.065671064,0.0,0.0,-0.9980267,-0.9980267,0.045798816,0.9980267,-0.9980267,-0.9980267,0.0027268948,0.045798816,0.037788235,0.048525713,0.065671064,0.048525713,-0.0,0.048525713,0.0,-0.0,0.048525713,0.048525713,0.048525713,0.065671064,0.048525713,-0.0,0.048525713,0.065671064,0.0,0.0
